Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
NF1 Copy Number Variation Syndrome WP5366	1/104	0.14933917399017552	0.17569314587079474	0	0	6.429126213592233	12.225209957636702	EGFR
CKAP4 Signaling Pathway Map WP5322	1/109	0.15594628951849215	0.1814558539384529	0	0	6.129938271604939	11.39091873922072	EGFR
DNA Damage Response Only ATM Dependent WP710	1/110	0.15726174007999252	0.1814558539384529	0	0	6.073394495412844	11.234830711924577	TCF7L2
Wnt Signaling WP428	1/114	0.1625037303919528	0.1857185490193746	0	0	5.857227138643068	10.642899882624762	TCF7L2
Embryonic Stem Cell Pluripotency Pathways WP3931	1/116	0.16511287879326791	0.18692024014332217	0	0	5.754782608695653	10.365088149733952	EGFR
22Q11 2 Copy Number Variation Syndrome WP4657	1/118	0.16771416002758419	0.18809064675990747	0	0	5.655840455840456	10.098470200279685	EGFR
Hippo Merlin Signaling Dysregulation WP4541	1/120	0.17030759705714973	0.18923066339683306	0	0	5.560224089635854	9.842425570542433	EGFR
Ebola Virus Infection In Host WP4217	1/129	0.18188160313378351	0.20023662730324793	0	0	5.166927083333333	8.806507089090594	EGFR
2Q37 Copy Number Variation Syndrome WP5224	1/135	0.18951063804745089	0.2067388778699464	0	0	4.9340796019900495	8.2069045278778	EGFR
Neuroinflammation And Glutamatergic Signaling WP5083	1/140	0.19581553454919778	0.2111472917178188	0	0	4.755395683453237	7.754063618028026	IL10RA
NRF2 Pathway WP2884	1/141	0.19707080560329754	0.2111472917178188	0	0	4.721190476190476	7.668120724962255	EGR1
Mesodermal Commitment Pathway WP2857	1/145	0.20207295471968767	0.2145907483748896	0	0	4.58912037037037	7.338583926220001	KLF5
Regulation Of Actin Cytoskeleton WP51	1/150	0.20828324424333822	0.2192455202561455	0	0	4.434004474272931	6.956316183817003	EGFR
Myometrial Relaxation And Contraction Pathways WP289	1/156	0.21567386227111168	0.22505098671768176	0	0	4.261075268817204	6.536437942701622	LPAR1
EGF EGFR Signaling Pathway WP437	1/159	0.2193440901375634	0.22621928387094653	0	0	4.179535864978903	6.340830678820871	EGFR
Insulin Signaling WP481	1/160	0.2205638017741729	0.22621928387094653	0	0	4.153039832285115	6.2776032573668665	EGR1
Focal Adhesion WP306	1/199	0.266720277449934	0.2712409601185769	0	0	3.3284511784511785	4.39873069718801	EGFR
Ciliary Landscape WP4352	1/213	0.2826349792587055	0.28501006311802235	0	0	3.106446540880503	3.925302866312847	RANBP10
MAPK Signaling Pathway WP382	1/246	0.3188368749405083	0.3188368749405083	0	0	2.6835374149659863	3.067486330759252	EGFR
