Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Signaling pathways regulating pluripotency of stem cells	2/143	0.020613933088894545	0.11098378733037992	0	0	9.698214722426021	37.64641419311877	RIF1;PCGF1
Breast cancer	2/147	0.02170437112711439	0.11098378733037992	0	0	9.428775267538644	36.114487307242925	TCF7L2;EGFR
Phospholipase D signaling pathway	2/148	0.021980688619619358	0.11098378733037992	0	0	9.363722248464809	35.74686179276739	LPAR1;EGFR
Gastric cancer	2/149	0.02225847944132517	0.11098378733037992	0	0	9.299554304480413	35.385103987868156	TCF7L2;EGFR
Cushing syndrome	2/155	0.023955889746332566	0.11098378733037992	0	0	8.932161370295244	33.330726969710895	TCF7L2;EGFR
Hepatitis C	2/157	0.024533258251978718	0.11098378733037992	0	0	8.816017797552837	32.68737489833147	PPP2CB;EGFR
JAK-STAT signaling pathway	2/162	0.02600161132240305	0.11227968525583136	0	0	8.538362068965517	31.161578618956735	IL10RA;EGFR
Hepatocellular carcinoma	2/168	0.02780996484928443	0.11486724611660959	0	0	8.227253842958039	29.47299227321037	TCF7L2;EGFR
Vitamin digestion and absorption	1/24	0.03656483627172508	0.1446278122468842	0	0	28.907246376811596	95.64448851318153	ABCC1
alpha-Linolenic acid metabolism	1/25	0.03805995059128532	0.1446278122468842	0	0	27.70138888888889	90.5445579257637	PLA2G5
Rap1 signaling pathway	2/210	0.041800922935683583	0.15170649723866586	0	0	6.552055702917772	20.801707953702945	LPAR1;EGFR
Linoleic acid metabolism	1/29	0.04401798665976609	0.15170649723866586	0	0	23.739285714285714	74.14151494993529	PLA2G5
Regulation of actin cytoskeleton	2/218	0.0447134939229752	0.15170649723866586	0	0	6.306832694763729	19.598356118267553	LPAR1;EGFR
Human cytomegalovirus infection	2/225	0.04732267452887419	0.15290402532515332	0	0	6.106695531158188	18.63009739758694	IL10RA;EGFR
Pathways in cancer	3/531	0.04828548168162737	0.15290402532515332	0	0	3.945008116883117	11.955837659225796	TCF7L2;LPAR1;EGFR
Ras signaling pathway	2/232	0.049986989677904846	0.1531859361097084	0	0	5.918740629685157	17.732502617988906	PLA2G5;EGFR
Chemical carcinogenesis	2/239	0.05270502993215309	0.15598751620306964	0	0	5.741888549396188	16.89863284515936	KLF5;EGFR
Mucin type O-glycan biosynthesis	1/36	0.05435872736369502	0.15598751620306964	0	0	18.984761904761903	55.2864763029152	GALNT14
Thyroid cancer	1/37	0.05582711106215124	0.15598751620306964	0	0	18.456481481481482	53.25609732919314	TCF7L2
Bladder cancer	1/41	0.0616786118590254	0.1627630035168726	0	0	16.6075	46.2654733568564	EGFR
Ferroptosis	1/41	0.0616786118590254	0.1627630035168726	0	0	16.6075	46.2654733568564	TF
Fat digestion and absorption	1/43	0.06459118658971515	0.1658422358384578	0	0	15.815079365079365	43.328214060740166	PLA2G5
ABC transporters	1/45	0.06749501152086855	0.16873752880217138	0	0	15.094696969696969	40.69079857995566	ABCC1
Other types of O-glycan biosynthesis	1/47	0.07039011205855722	0.1714630934759727	0	0	14.43695652173913	38.311387316676615	GALNT14
Ether lipid metabolism	1/49	0.0732765135248936	0.1740317196216223	0	0	13.834027777777777	36.15544100556018	PLA2G5
MicroRNAs in cancer	2/310	0.08300369891454787	0.18844104445416715	0	0	4.402373488580385	10.956935775326192	ABCC1;EGFR
Pyrimidine metabolism	1/56	0.0833107775481581	0.18844104445416715	0	0	12.069090909090908	29.993831432939842	UPP1
Long-term depression	1/60	0.0889973510131811	0.1908732643481114	0	0	11.248587570621469	27.21200570122755	PPP2CB
Mineral absorption	1/60	0.0889973510131811	0.1908732643481114	0	0	11.248587570621469	27.21200570122755	TF
Arachidonic acid metabolism	1/61	0.09041365153331592	0.1908732643481114	0	0	11.060555555555556	26.582496915567003	PLA2G5
Basal cell carcinoma	1/63	0.09323986288089035	0.19256058638444745	0	0	10.702688172043011	25.39298321204175	TCF7L2
Neuroactive ligand-receptor interaction	2/341	0.09758174155475688	0.1933852803517891	0	0	3.99348998067338	9.293110271865316	CORT;LPAR1
Acute myeloid leukemia	1/67	0.09886681344336717	0.1933852803517891	0	0	10.052020202020202	23.26019032662989	TCF7L2
Central carbon metabolism in cancer	1/70	0.10306483535857697	0.1933852803517891	0	0	9.61352657004831	21.8457491225909	EGFR
Epithelial cell signaling in Helicobacter pylori infection	1/70	0.10306483535857697	0.1933852803517891	0	0	9.61352657004831	21.8457491225909	EGFR
Melanoma	1/72	0.1058529955609793	0.1933852803517891	0	0	9.341784037558686	20.978881609749415	EGFR
Non-small cell lung cancer	1/72	0.1058529955609793	0.1933852803517891	0	0	9.341784037558686	20.978881609749415	EGFR
Glioma	1/75	0.1100195153566116	0.19481347807424018	0	0	8.961711711711711	19.77937166333769	EGFR
Pancreatic cancer	1/76	0.11140417537718053	0.19481347807424018	0	0	8.841777777777779	19.40408125999615	EGFR
Arrhythmogenic right ventricular cardiomyopathy	1/77	0.11278675046403379	0.19481347807424018	0	0	8.725	19.040187153190175	TCF7L2
ErbB signaling pathway	1/85	0.123772658199863	0.20997147373191044	0	0	7.890873015873016	16.486470413825213	EGFR
PD-L1 expression and PD-1 checkpoint pathway in cancer	1/89	0.1292161299361437	0.21113366760667424	0	0	7.530681818181818	15.409799629222077	EGFR
TGF-beta signaling pathway	1/94	0.1359744617032879	0.21113366760667424	0	0	7.124014336917563	14.21446168945804	PPP2CB
Choline metabolism in cancer	1/98	0.14134455256627768	0.21113366760667424	0	0	6.828865979381443	13.361050061201011	EGFR
mRNA surveillance pathway	1/98	0.14134455256627768	0.21113366760667424	0	0	6.828865979381443	13.361050061201011	PPP2CB
Glycerophospholipid metabolism	1/98	0.14134455256627768	0.21113366760667424	0	0	6.828865979381443	13.361050061201011	PLA2G5
AGE-RAGE signaling pathway in diabetic complications	1/100	0.14401747150131122	0.21113366760667424	0	0	6.69023569023569	12.964476920040203	EGR1
Viral protein interaction with cytokine and cytokine receptor	1/100	0.14401747150131122	0.21113366760667424	0	0	6.69023569023569	12.964476920040203	IL10RA
Melanogenesis	1/101	0.1453509096429046	0.21113366760667424	0	0	6.623	12.773146899499723	TCF7L2
Chagas disease	1/102	0.14668233749516316	0.21113366760667424	0	0	6.557095709570957	12.586253414445132	PPP2CB
Pancreatic secretion	1/102	0.14668233749516316	0.21113366760667424	0	0	6.557095709570957	12.586253414445132	PLA2G5
Drug metabolism	1/108	0.15462885200071758	0.21924986477713687	0	0	6.187538940809969	11.55044932516124	UPP1
Toxoplasmosis	1/112	0.15988669182841242	0.22337111358381145	0	0	5.963363363363364	10.932573768600097	IL10RA
AMPK signaling pathway	1/120	0.17030759705714973	0.2344814742091192	0	0	5.560224089635854	9.842425570542433	PPP2CB
Oocyte meiosis	1/129	0.18188160313378351	0.236930389904723	0	0	5.166927083333333	8.806507089090594	PPP2CB
Relaxin signaling pathway	1/129	0.18188160313378351	0.236930389904723	0	0	5.166927083333333	8.806507089090594	EGFR
FoxO signaling pathway	1/131	0.18443230402669894	0.236930389904723	0	0	5.086923076923077	8.599305090496161	EGFR
Dopaminergic synapse	1/132	0.1857047667677268	0.236930389904723	0	0	5.047837150127227	8.498524198062182	PPP2CB
Vascular smooth muscle contraction	1/133	0.18697530817141164	0.236930389904723	0	0	5.009343434343434	8.399560435360442	PLA2G5
Apelin signaling pathway	1/137	0.19203831602803864	0.236930389904723	0	0	4.861029411764706	8.020991961652324	EGR1
Autophagy	1/137	0.19203831602803864	0.236930389904723	0	0	4.861029411764706	8.020991961652324	PPP2CB
Estrogen signaling pathway	1/137	0.19203831602803864	0.236930389904723	0	0	4.861029411764706	8.020991961652324	EGFR
Adrenergic signaling in cardiomyocytes	1/150	0.20828324424333822	0.25367831029637344	0	0	4.434004474272931	6.956316183817003	PPP2CB
Oxytocin signaling pathway	1/154	0.21321777250448626	0.2564011188345088	0	0	4.317211328976035	6.6719963840461745	EGFR
Wnt signaling pathway	1/166	0.22784343510641275	0.27056407918886516	0	0	4.00080808080808	5.917581525697768	TCF7L2
Tight junction	1/169	0.2314585348503267	0.27146371371334616	0	0	3.9287698412698413	5.74918317054335	PPP2CB
Tuberculosis	1/180	0.24457429026387664	0.28334826311058875	0	0	3.6852886405959033	5.1897567626370895	IL10RA
Kaposi sarcoma-associated herpesvirus infection	1/193	0.25979557968701067	0.2973563863887472	0	0	3.4335069444444444	4.627887319696958	TCF7L2
Pathogenic Escherichia coli infection	1/197	0.2644190399487812	0.2990453427992168	0	0	3.362755102040816	4.4732046355544925	LPAR1
Focal adhesion	1/201	0.2690145471023502	0.3006633173496855	0	0	3.2948333333333335	4.326082633154742	EGFR
Proteoglycans in cancer	1/205	0.27358226454773577	0.30221296665156855	0	0	3.229575163398693	4.186023271598047	EGFR
Human T-cell leukemia virus 1 infection	1/219	0.2893527691140469	0.3159599202969478	0	0	3.020030581039755	3.745166140096708	EGR1
Coronavirus disease	1/232	0.3036997777963908	0.3278577146665583	0	0	2.848196248196248	3.3942400107364574	EGFR
Calcium signaling pathway	1/240	0.3123889526255053	0.3334488820159888	0	0	2.7517433751743376	3.2016705453971914	EGFR
Shigellosis	1/246	0.3188368749405083	0.3358314702982025	0	0	2.6835374149659863	3.067486330759252	EGFR
Salmonella infection	1/249	0.3220388546682572	0.3358314702982025	0	0	2.650672043010753	3.0034316267817784	TCF7L2
Endocytosis	1/252	0.3252262659729961	0.3358314702982025	0	0	2.6185922974767597	2.941292256518778	EGFR
Prion disease	1/273	0.34713557846868615	0.35460085972607724	0	0	2.4138480392156865	2.5539474397756936	EGR1
MAPK signaling pathway	1/294	0.36835573732151417	0.3693493909383936	0	0	2.238452787258248	2.2355565208896397	EGFR
Cytokine-cytokine receptor interaction	1/295	0.3693493909383936	0.3693493909383936	0	0	2.2307256235827664	2.221829989518852	IL10RA
