_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-2.6679880627098025,GO:0010817,M1,1,0,GO Biological Processes,19,regulation of hormone levels,19_GO:0065007 biological regulation,-2.6679880627098025,7.235585236420011,4.680503401288579,30337,541,31,4,12.903225806451612,6.021009840370212,1956|1958|5034|6934,EGFR|EGR1|P4HB|TCF7L2,0.0,0,2,0,0,-3.7964757948425576,20.247163515016684,
1,-2.447097228074331,GO:0001666,M1,1,0,GO Biological Processes,19,response to hypoxia,19_GO:0050896 response to stimulus,-2.447097228074331,9.72132023071993,4.871554683625655,30337,302,31,3,9.67741935483871,5.310031559697429,1958|5034|8994,EGR1|P4HB|LIMD1,0.0,0,2,0,0,-3.7964757948425576,20.247163515016684,
1,-2.392047469424103,GO:0036293,M1,1,0,GO Biological Processes,19,response to decreased oxygen levels,19_GO:0050896 response to stimulus,-2.392047469424103,9.290628828093098,4.7382081078633975,30337,316,31,3,9.67741935483871,5.310031559697429,1958|5034|8994,EGR1|P4HB|LIMD1,0.0,0,2,0,0,-3.7964757948425576,20.247163515016684,
1,-2.0181485512108073,WP3888,M1,1,0,WikiPathways,27,VEGFA VEGFR2 signaling,,-2.0181485512108073,6.7959229390681,3.880505183675123,30337,432,31,3,9.67741935483871,5.310031559697429,1958|5034|5322,EGR1|P4HB|PLA2G5,0.0,0,2,0,0,-3.7964757948425576,20.247163515016684,
1,-3.649545335793693,GO:0051054,M1,1,0,GO Biological Processes,19,positive regulation of DNA metabolic process,19_GO:0048518 positive regulation of biological process,-3.649545335793693,13.269327501366867,6.772718756582691,30337,295,31,4,12.903225806451612,6.021009840370212,1956|3184|9577|55183,EGFR|HNRNPD|BABAM2|RIF1,-0.1624418134826033,0,3,1,1,-3.649545335793693,21.74695340501792,
1,-3.451502865590556,GO:0045739,M1,1,0,GO Biological Processes,19,positive regulation of DNA repair,19_GO:0048518 positive regulation of biological process,-3.451502865590556,21.74695340501792,7.726789118090285,30337,135,31,3,9.67741935483871,5.310031559697429,1956|9577|55183,EGFR|BABAM2|RIF1,-0.1624418134826033,0,3,0,0,-3.649545335793693,21.74695340501792,
1,-2.8090265311263467,GO:0006282,M1,1,0,GO Biological Processes,19,regulation of DNA repair,19_GO:0050896 response to stimulus,-2.8090265311263467,13.048172043010752,5.801473514936852,30337,225,31,3,9.67741935483871,5.310031559697429,1956|9577|55183,EGFR|BABAM2|RIF1,0.0,0,3,0,0,-3.649545335793693,21.74695340501792,
1,-2.767449548885432,GO:0051052,M1,1,0,GO Biological Processes,19,regulation of DNA metabolic process,19_GO:0008152 metabolic process,-2.767449548885432,7.705613411226823,4.874686789498077,30337,508,31,4,12.903225806451612,6.021009840370212,1956|3184|9577|55183,EGFR|HNRNPD|BABAM2|RIF1,0.0,0,3,0,0,-3.649545335793693,21.74695340501792,
1,-3.3822519805555693,GO:0010038,M1,1,0,GO Biological Processes,19,response to metal ion,19_GO:0050896 response to stimulus,-3.3822519805555693,11.280840383006414,6.160285162140341,30337,347,31,4,12.903225806451612,6.021009840370212,1956|3184|5516|7018,EGFR|HNRNPD|PPP2CB|TF,-0.1624418134826033,0,4,1,1,-3.3822519805555693,11.280840383006414,
1,-2.682619739406416,GO:0071396,M1,1,0,GO Biological Processes,19,cellular response to lipid,19_GO:0050896 response to stimulus,-2.682619739406416,7.303081367356764,4.708857900821732,30337,536,31,4,12.903225806451612,6.021009840370212,1902|1956|3184|10002,LPAR1|EGFR|HNRNPD|NR2E3,0.0,0,4,0,0,-3.3822519805555693,11.280840383006414,
1,-2.443074673981537,WP3932,M1,1,0,WikiPathways,27,Focal adhesion PI3K Akt mTOR signaling,,-2.443074673981537,9.689236665602044,4.861743558285573,30337,303,31,3,9.67741935483871,5.310031559697429,1902|1956|5516,LPAR1|EGFR|PPP2CB,0.0,0,4,0,0,-3.3822519805555693,11.280840383006414,
1,-2.420407746611445,R-HSA-388396,M1,1,0,Reactome Gene Sets,6,GPCR downstream signalling,,-2.420407746611445,6.174213900478274,4.210993247200086,30337,634,31,4,12.903225806451612,6.021009840370212,1325|1902|1956|5516,CORT|LPAR1|EGFR|PPP2CB,0.0,0,4,0,0,-3.3822519805555693,11.280840383006414,
1,-2.3843987232694857,R-HSA-418594,M1,1,0,Reactome Gene Sets,6,G alpha (i) signalling events,,-2.3843987232694857,9.232197200243457,4.719836018399461,30337,318,31,3,9.67741935483871,5.310031559697429,1325|1902|5516,CORT|LPAR1|PPP2CB,0.0,0,4,0,0,-3.3822519805555693,11.280840383006414,
1,-2.3070972258514795,WP4172,M1,1,0,WikiPathways,27,PI3K Akt signaling,,-2.3070972258514795,8.660291178989437,4.536225881468164,30337,339,31,3,9.67741935483871,5.310031559697429,1902|1956|5516,LPAR1|EGFR|PPP2CB,0.0,0,4,0,0,-3.3822519805555693,11.280840383006414,
1,-2.248872488619985,R-HSA-372790,M1,1,0,Reactome Gene Sets,6,Signaling by GPCR,,-2.248872488619985,5.521088311570135,3.895925425816062,30337,709,31,4,12.903225806451612,6.021009840370212,1325|1902|1956|5516,CORT|LPAR1|EGFR|PPP2CB,0.0,0,4,0,0,-3.3822519805555693,11.280840383006414,
1,-2.2482363897927344,GO:0009895,M1,1,0,GO Biological Processes,19,negative regulation of catabolic process,19_GO:0048519 negative regulation of biological process,-2.2482363897927344,8.246737948532076,4.398860545669081,30337,356,31,3,9.67741935483871,5.310031559697429,1956|3184|3587,EGFR|HNRNPD|IL10RA,0.0,0,4,0,0,-3.3822519805555693,11.280840383006414,
1,-2.2281902225653174,hsa04151,M1,1,0,KEGG Pathway,24,PI3K-Akt signaling pathway,,-2.2281902225653174,8.110051684191765,4.352543722129862,30337,362,31,3,9.67741935483871,5.310031559697429,1902|1956|5516,LPAR1|EGFR|PPP2CB,0.0,0,4,0,0,-3.3822519805555693,11.280840383006414,
1,-2.208503758614865,GO:0006979,M1,1,0,GO Biological Processes,19,response to oxidative stress,19_GO:0050896 response to stimulus,-2.208503758614865,7.97782258064516,4.307282946106376,30337,368,31,3,9.67741935483871,5.310031559697429,1956|4363|5516,EGFR|ABCC1|PPP2CB,0.0,0,4,0,0,-3.3822519805555693,11.280840383006414,
1,-3.260034424098278,hsa04390,M1,1,0,KEGG Pathway,24,Hippo signaling pathway,,-3.260034424098278,18.69960961577974,7.111309678452766,30337,157,31,3,9.67741935483871,5.310031559697429,5516|6934|8994,PPP2CB|TCF7L2|LIMD1,-0.09171375857941261,0,5,1,1,-3.260034424098278,18.69960961577974,
1,-2.9117353832909285,R-HSA-5663202,M1,1,0,Reactome Gene Sets,6,Diseases of signal transduction by growth factor receptors and second messengers,,-2.9117353832909285,8.436318131256952,5.162656465241282,30337,464,31,4,12.903225806451612,6.021009840370212,1956|3587|5516|6934,EGFR|IL10RA|PPP2CB|TCF7L2,0.0,0,5,0,0,-3.260034424098278,18.69960961577974,
1,-2.77102944701505,R-HSA-201681,M1,1,0,Reactome Gene Sets,6,TCF dependent signaling in response to WNT,,-2.77102944701505,12.654477196885427,5.699190428897608,30337,232,31,3,9.67741935483871,5.310031559697429,5516|6934|8358,PPP2CB|TCF7L2|H3C2,0.0,0,5,0,0,-3.260034424098278,18.69960961577974,
1,-2.335916984497575,R-HSA-195721,M1,1,0,Reactome Gene Sets,6,Signaling by WNT,,-2.335916984497575,8.869603352499755,4.604245614527913,30337,331,31,3,9.67741935483871,5.310031559697429,5516|6934|8358,PPP2CB|TCF7L2|H3C2,0.0,0,5,0,0,-3.260034424098278,18.69960961577974,
1,-2.328641725379498,hsa05165,M1,1,0,KEGG Pathway,24,Human papillomavirus infection,,-2.328641725379498,8.81633246149375,4.5870265845090685,30337,333,31,3,9.67741935483871,5.310031559697429,1956|5516|6934,EGFR|PPP2CB|TCF7L2,0.0,0,5,0,0,-3.260034424098278,18.69960961577974,
1,-3.227538680089935,GO:0006338,M1,1,0,GO Biological Processes,19,chromatin remodeling,19_GO:0009987 cellular process,-3.227538680089935,7.1745814019487275,5.216106366492028,30337,682,31,5,16.129032258064516,6.605856502852811,1958|6421|8358|55183|84759,EGR1|SFPQ|H3C2|RIF1|PCGF1,-0.0872467381713133,0,6,1,1,-3.227538680089935,10.87347670250896,
1,-2.5839751536457944,GO:0040029,M1,1,0,GO Biological Processes,19,epigenetic regulation of gene expression,19_GO:0008152 metabolic process,-2.5839751536457944,10.87347670250896,5.21197872557194,30337,270,31,3,9.67741935483871,5.310031559697429,1958|8358|55183,EGR1|H3C2|RIF1,0.0,0,6,0,0,-3.227538680089935,10.87347670250896,
1,-3.1596423907817517,hsa04141,M1,1,0,KEGG Pathway,24,Protein processing in endoplasmic reticulum,,-3.1596423907817517,17.269639468690702,6.803494272633791,30337,170,31,3,9.67741935483871,5.310031559697429,5034|6185|10905,P4HB|RPN2|MAN1A2,-0.04567938758547907,0,7,1,1,-3.1596423907817517,17.269639468690702,
1,-2.8426053385257473,GO:0006486,M1,1,0,GO Biological Processes,19,protein glycosylation,19_GO:0008152 metabolic process,-2.8426053385257473,13.40565620857269,5.892837020211128,30337,219,31,3,9.67741935483871,5.310031559697429,6185|10905|79623,RPN2|MAN1A2|GALNT14,0.0,0,7,0,0,-3.1596423907817517,17.269639468690702,
1,-2.8426053385257473,GO:0043413,M1,1,0,GO Biological Processes,19,macromolecule glycosylation,19_GO:0008152 metabolic process,-2.8426053385257473,13.40565620857269,5.892837020211128,30337,219,31,3,9.67741935483871,5.310031559697429,6185|10905|79623,RPN2|MAN1A2|GALNT14,0.0,0,7,0,0,-3.1596423907817517,17.269639468690702,
1,-2.7980438120534035,GO:0034976,M1,1,0,GO Biological Processes,19,response to endoplasmic reticulum stress,19_GO:0050896 response to stimulus,-2.7980438120534035,12.933210174790393,5.771790192479505,30337,227,31,3,9.67741935483871,5.310031559697429,5034|5516|10905,P4HB|PPP2CB|MAN1A2,0.0,0,7,0,0,-3.1596423907817517,17.269639468690702,
1,-2.7551154984049844,GO:0070085,M1,1,0,GO Biological Processes,19,glycosylation,19_GO:0008152 metabolic process,-2.7551154984049844,12.492930679478379,5.65669467507279,30337,235,31,3,9.67741935483871,5.310031559697429,6185|10905|79623,RPN2|MAN1A2|GALNT14,0.0,0,7,0,0,-3.1596423907817517,17.269639468690702,
1,-2.5525976042714786,GO:0009101,M1,1,0,GO Biological Processes,19,glycoprotein biosynthetic process,19_GO:0008152 metabolic process,-2.5525976042714786,10.598695702806568,5.132787866406185,30337,277,31,3,9.67741935483871,5.310031559697429,6185|10905|79623,RPN2|MAN1A2|GALNT14,0.0,0,7,0,0,-3.1596423907817517,17.269639468690702,
1,-2.513708226297114,GO:1901137,M1,1,0,GO Biological Processes,19,carbohydrate derivative biosynthetic process,19_GO:0008152 metabolic process,-2.513708226297114,6.556870373372238,4.385737606246013,30337,597,31,4,12.903225806451612,6.021009840370212,6185|7378|10905|79623,RPN2|UPP1|MAN1A2|GALNT14,0.0,0,7,0,0,-3.1596423907817517,17.269639468690702,
1,-2.328641725379498,GO:0009100,M1,1,0,GO Biological Processes,19,glycoprotein metabolic process,19_GO:0008152 metabolic process,-2.328641725379498,8.81633246149375,4.5870265845090685,30337,333,31,3,9.67741935483871,5.310031559697429,6185|10905|79623,RPN2|MAN1A2|GALNT14,0.0,0,7,0,0,-3.1596423907817517,17.269639468690702,
1,-3.0757887057932773,GO:0071345,M1,1,0,GO Biological Processes,19,cellular response to cytokine stimulus,19_GO:0050896 response to stimulus,-3.0757887057932773,6.63916487941524,4.956765536187219,30337,737,31,5,16.129032258064516,6.605856502852811,688|1958|3587|5034|55183,KLF5|EGR1|IL10RA|P4HB|RIF1,-0.010130382171559767,0,8,1,1,-3.0757887057932773,8.275796221782718,
1,-2.950920697463399,R-HSA-1280215,M1,1,0,Reactome Gene Sets,6,Cytokine Signaling in Immune system,,-2.950920697463399,6.225272921283756,4.747116132920859,30337,786,31,5,16.129032258064516,6.605856502852811,1958|3587|5034|5516|8358,EGR1|IL10RA|P4HB|PPP2CB|H3C2,0.0,0,8,0,0,-3.0757887057932773,8.275796221782718,
1,-2.8810345634453354,R-HSA-449147,M1,1,0,Reactome Gene Sets,6,Signaling by Interleukins,,-2.8810345634453354,8.275796221782718,5.100735506192715,30337,473,31,4,12.903225806451612,6.021009840370212,3587|5034|5516|8358,IL10RA|P4HB|PPP2CB|H3C2,0.0,0,8,0,0,-3.0757887057932773,8.275796221782718,
1,-2.1545788920516626,GO:0019221,M1,1,0,GO Biological Processes,19,cytokine-mediated signaling pathway,19_GO:0050896 response to stimulus,-2.1545788920516626,7.625555090071218,4.184421413648796,30337,385,31,3,9.67741935483871,5.310031559697429,1958|3587|5034,EGR1|IL10RA|P4HB,0.0,0,8,0,0,-3.0757887057932773,8.275796221782718,
1,-2.5804985372474083,GO:0032103,M1,1,0,GO Biological Processes,19,positive regulation of response to external stimulus,19_GO:0048518 positive regulation of biological process,-2.5804985372474083,6.843446875704941,4.512423646128973,30337,572,31,4,12.903225806451612,6.021009840370212,1902|4363|5322|6421,LPAR1|ABCC1|PLA2G5|SFPQ,0.0,0,9,1,1,-2.5804985372474083,9.91837401918047,
1,-2.47153779802581,GO:0030100,M1,1,0,GO Biological Processes,19,regulation of endocytosis,19_GO:0051179 localization,-2.47153779802581,9.91837401918047,4.9313978335294015,30337,296,31,3,9.67741935483871,5.310031559697429,1902|5322|7018,LPAR1|PLA2G5|TF,0.0,0,9,0,0,-2.5804985372474083,9.91837401918047,
1,-2.0073039894054143,GO:0031349,M1,1,0,GO Biological Processes,19,positive regulation of defense response,19_GO:0048518 positive regulation of biological process,-2.0073039894054143,6.733575022195915,3.856750841410603,30337,436,31,3,9.67741935483871,5.310031559697429,4363|5322|6421,ABCC1|PLA2G5|SFPQ,0.0,0,9,0,0,-2.5804985372474083,9.91837401918047,
1,-2.1962542990081815,GO:0006259,M1,1,0,GO Biological Processes,19,DNA metabolic process,19_GO:0008152 metabolic process,-2.1962542990081815,5.333040344554804,3.8007437971771685,30337,734,31,4,12.903225806451612,6.021009840370212,6421|6934|9577|55183,SFPQ|TCF7L2|BABAM2|RIF1,0.0,0,10,1,1,-2.1962542990081815,7.413734115347018,
1,-2.121061150533963,GO:2001233,M1,1,0,GO Biological Processes,19,regulation of apoptotic signaling pathway,19_GO:0050896 response to stimulus,-2.121061150533963,7.413734115347018,4.1088575947509955,30337,396,31,3,9.67741935483871,5.310031559697429,5034|6421|6934,P4HB|SFPQ|TCF7L2,0.0,0,10,0,0,-2.1962542990081815,7.413734115347018,
