Query Name	Rank	TF	Score	Library	Overlapping_Genes
"gene_set_query"	"27"	"TERF2"	"0.005698"	"Enrichr Queries,0.005698"	"TCF7L2,EGR1,MBNL1,SFPQ,HNRNPD,EGFR"
"gene_set_query"	"28"	"TAL1"	"0.006098"	"Literature ChIP-seq,0.006098"	"PPP2CB,EGR1,ABCC1,MBNL1,SFPQ,KLF5,RPN2,IL10RA,UPP1,P4HB,ANKHD1"
"gene_set_query"	"29"	"FOXL1"	"0.006143"	"ARCHS4 Coexpression,0.006143"	"ABCC1,LPAR1,P4HB"
"gene_set_query"	"30"	"ZNF518A"	"0.006223"	"GTEx Coexpression,0.006223"	"SFPQ,FUBP1,ANKHD1"
"gene_set_query"	"31"	"XPA"	"0.00641"	"Enrichr Queries,0.00641"	"TCF7L2,EGR1,MBNL1,SFPQ,LPAR1,EGFR"
"gene_set_query"	"32"	"IRF3"	"0.006734"	"ReMap ChIP-seq,0.006734"	"SFPQ,KLF5,RPN2,ANKHD1-EIF4EBP3,P4HB,HIST1H3B,ANKHD1"
"gene_set_query"	"33"	"ZNF678"	"0.006757"	"ARCHS4 Coexpression,0.006757"	"RIF1,FUBP1,P4HB"
"gene_set_query"	"34"	"NFAT5"	"0.006845"	"GTEx Coexpression,0.006845"	"FUBP1,EGFR,ANKHD1"
"gene_set_query"	"35"	"ZNF107"	"0.007371"	"ARCHS4 Coexpression,0.007371"	"RIF1,FUBP1,P4HB"
"gene_set_query"	"36"	"NR3C1"	"0.007467"	"GTEx Coexpression,0.007467"	"MBNL1,RIF1,LIMD1"
"gene_set_query"	"37"	"CTCF"	"0.007835"	"Enrichr Queries,0.007835"	"TCF7L2,EGR1,MBNL1,SFPQ,FUBP1,HNRNPD"
"gene_set_query"	"38"	"ZNF518B"	"0.007985"	"ARCHS4 Coexpression,0.007985"	"TCF7L2,RIF1,FUBP1"
"gene_set_query"	"39"	"ZNF12"	"0.00809"	"GTEx Coexpression,0.00809"	"FUBP1,HNRNPD,ANKHD1"
"gene_set_query"	"40"	"CREB1"	"0.008547"	"Enrichr Queries,0.008547"	"TCF7L2,EGR1,MBNL1,FUBP1,HNRNPD,EGFR"
"gene_set_query"	"41"	"ZNF469"	"0.0086"	"ARCHS4 Coexpression,0.0086"	"ABCC1,LPAR1,P4HB"
"gene_set_query"	"42"	"ZNF292"	"0.008712"	"GTEx Coexpression,0.008712"	"FUBP1,HNRNPD,ANKHD1"
"gene_set_query"	"43"	"RFX2"	"0.009259"	"Enrichr Queries,0.009259"	"TCF7L2,EGR1,KLF5,LPAR1,UPP1,EGFR"
"gene_set_query"	"44"	"ZNF525"	"0.009334"	"GTEx Coexpression,0.009334"	"SFPQ,HNRNPD,ANKHD1"
"gene_set_query"	"45"	"SMAD3"	"0.009828"	"ARCHS4 Coexpression,0.009828"	"ABCC1,KLF5,P4HB"
"gene_set_query"	"46"	"ZBTB1"	"0.009956"	"GTEx Coexpression,0.009956"	"FUBP1,HNRNPD,LIMD1"
"gene_set_query"	"47"	"SP1"	"0.009972"	"Enrichr Queries,0.009972"	"TCF7L2,EGR1,MBNL1,SFPQ,KLF5,EGFR"
"gene_set_query"	"48"	"CEBPZ"	"0.0101"	"ReMap ChIP-seq,0.0101"	"SFPQ,RIF1,ANKHD1-EIF4EBP3,PCGF1,P4HB,HIST1H3B,ANKHD1"
"gene_set_query"	"49"	"NFATC3"	"0.01044"	"ARCHS4 Coexpression,0.01044"	"MBNL1,IL10RA,LIMD1"
"gene_set_query"	"50"	"ZNF782"	"0.01058"	"GTEx Coexpression,0.01058"	"SFPQ,FUBP1,ANKHD1"
"gene_set_query"	"51"	"MAX"	"0.01068"	"Enrichr Queries,0.01068"	"TCF7L2,EGR1,MBNL1,SFPQ,P4HB,EGFR"
"gene_set_query"	"52"	"IKZF3"	"0.01106"	"ARCHS4 Coexpression,0.01106"	"MBNL1,IL10RA,LIMD1"
"gene_set_query"	"53"	"ZNF700"	"0.0112"	"GTEx Coexpression,0.0112"	"PPP2CB,HNRNPD,ANKHD1"
"gene_set_query"	"54"	"NFYC"	"0.0114"	"Enrichr Queries,0.0114"	"TCF7L2,EGR1,MBNL1,SFPQ,HNRNPD,P4HB"
"gene_set_query"	"55"	"ZSCAN29"	"0.01167"	"ARCHS4 Coexpression,0.01167"	"SFPQ,RIF1,FUBP1"
"gene_set_query"	"56"	"SPEN"	"0.01182"	"GTEx Coexpression,0.01182"	"RIF1,FUBP1,ANKHD1"
"gene_set_query"	"57"	"MECP2"	"0.01211"	"Enrichr Queries,0.01211"	"TCF7L2,EGR1,MBNL1,SFPQ,HNRNPD,EGFR"
"gene_set_query"	"58"	"MEIS1"	"0.0122"	"Literature ChIP-seq,0.0122"	"TCF7L2,MBNL1,SFPQ,KLF5,RIF1,MAN1A2,HNRNPD,UPP1,EGFR"
"gene_set_query"	"59"	"ZNF92"	"0.01229"	"ARCHS4 Coexpression,0.01229"	"RIF1,FUBP1,P4HB"
"gene_set_query"	"60"	"ZNF432"	"0.01245"	"GTEx Coexpression,0.01245"	"SFPQ,P4HB,ANKHD1"
"gene_set_query"	"61"	"ZBTB10"	"0.0129"	"ARCHS4 Coexpression,0.0129"	"SFPQ,RIF1,FUBP1"
"gene_set_query"	"62"	"ZNF33B"	"0.01307"	"GTEx Coexpression,0.01307"	"MAN1A2,P4HB,ANKHD1"
"gene_set_query"	"63"	"SOX2"	"0.01347"	"ReMap ChIP-seq,0.01347"	"TCF7L2,SFPQ,KLF5,FUBP1,ANKHD1-EIF4EBP3,HIST1H3B,ANKHD1"
"gene_set_query"	"64"	"UBP1"	"0.01353"	"Enrichr Queries,0.01353"	"TCF7L2,EGR1,MBNL1,SFPQ,FUBP1,HNRNPD"
"gene_set_query"	"65"	"ZNF550"	"0.01369"	"GTEx Coexpression,0.01369"	"FUBP1,HNRNPD,ANKHD1"
"gene_set_query"	"66"	"ELK4"	"0.01413"	"ARCHS4 Coexpression,0.01413"	"MBNL1,SFPQ,LIMD1"
"gene_set_query"	"67"	"ZNF236"	"0.01425"	"Enrichr Queries,0.01425"	"TCF7L2,EGR1,ABCC1,MBNL1,MAN1A2,EGFR"
"gene_set_query"	"68"	"ZFP62"	"0.01431"	"GTEx Coexpression,0.01431"	"FUBP1,HNRNPD,ANKHD1"
"gene_set_query"	"69"	"KLF3"	"0.01474"	"ARCHS4 Coexpression,0.01474"	"MBNL1,KLF5,IL10RA"
"gene_set_query"	"70"	"ZNF705E"	"0.01493"	"GTEx Coexpression,0.01493"	"RIF1,HNRNPD,EGFR"
"gene_set_query"	"71"	"TCF12"	"0.01496"	"Enrichr Queries,0.01496"	"TCF7L2,EGR1,MBNL1,FUBP1,LPAR1,EGFR"
"gene_set_query"	"72"	"ZBTB26"	"0.01536"	"ARCHS4 Coexpression,0.01536"	"SFPQ,RIF1,FUBP1"
"gene_set_query"	"73"	"ZNF266"	"0.01556"	"GTEx Coexpression,0.01556"	"SFPQ,HNRNPD,ANKHD1"
"gene_set_query"	"74"	"ZNF384"	"0.01567"	"Enrichr Queries,0.01567"	"TCF7L2,EGR1,MBNL1,SFPQ,FUBP1,P4HB"
"gene_set_query"	"75"	"ZBTB33"	"0.01597"	"ARCHS4 Coexpression,0.01597"	"SFPQ,RIF1,FUBP1"
"gene_set_query"	"76"	"ZNF791"	"0.01618"	"GTEx Coexpression,0.01618"	"MBNL1,FUBP1,ANKHD1"
"gene_set_query"	"77"	"ZZZ3"	"0.01638"	"Enrichr Queries,0.01638"	"TCF7L2,EGR1,MBNL1,SFPQ,MAN1A2,FUBP1"
"gene_set_query"	"78"	"ZNF326"	"0.01658"	"ARCHS4 Coexpression,0.01658"	"SFPQ,FUBP1,P4HB"
"gene_set_query"	"79"	"CENPB"	"0.0168"	"GTEx Coexpression,0.0168"	"PPP2CB,LPAR1"
"gene_set_query"	"80"	"MBD4"	"0.01684"	"ReMap ChIP-seq,0.01684"	"TF,SFPQ,FUBP1,PCGF1,P4HB,HIST1H3B"
"gene_set_query"	"81"	"FOS"	"0.01695"	"ENCODE ChIP-seq,0.01695"	"EGR1,SFPQ,KLF5,RPN2,ANKHD1-EIF4EBP3,P4HB,HIST1H3B,ANKHD1"
"gene_set_query"	"82"	"ZNF280B"	"0.01709"	"Enrichr Queries,0.01709"	"TCF7L2,EGR1,MBNL1,LPAR1,UPP1,EGFR"
"gene_set_query"	"83"	"ZNF507"	"0.0172"	"ARCHS4 Coexpression,0.0172"	"SFPQ,RIF1,FUBP1"
"gene_set_query"	"84"	"TCF15"	"0.01742"	"GTEx Coexpression,0.01742"	"PLA2G5,COQ9"
"gene_set_query"	"85"	"TFCP2"	"0.01781"	"Enrichr Queries,0.01781"	"TCF7L2,EGR1,SFPQ,FUBP1,LPAR1,HNRNPD"
"gene_set_query"	"86"	"ZBTB11"	"0.01781"	"ARCHS4 Coexpression,0.01781"	"MBNL1,SFPQ,RIF1"
"gene_set_query"	"87"	"ZNF140"	"0.01805"	"GTEx Coexpression,0.01805"	"FUBP1,ANKHD1"
"gene_set_query"	"88"	"PBX1"	"0.01829"	"Literature ChIP-seq,0.01829"	"TCF7L2,MBNL1,TF,SFPQ,KLF5,ANKHD1-EIF4EBP3,RANBP10,PLA2G5,COQ9,ANKHD1"
"gene_set_query"	"89"	"YY1"	"0.01852"	"Enrichr Queries,0.01852"	"TCF7L2,EGR1,MBNL1,SFPQ,HNRNPD,P4HB"
"gene_set_query"	"90"	"TCF7L1"	"0.01867"	"GTEx Coexpression,0.01867"	"TCF7L2,MBNL1"
"gene_set_query"	"91"	"ZNF24"	"0.01904"	"ARCHS4 Coexpression,0.01904"	"SFPQ,RIF1,FUBP1"
"gene_set_query"	"92"	"HMX1"	"0.01929"	"GTEx Coexpression,0.01929"	"PPP2CB,LPAR1"
"gene_set_query"	"93"	"ZNF267"	"0.01966"	"ARCHS4 Coexpression,0.01966"	"MBNL1,IL10RA,UPP1"
"gene_set_query"	"94"	"EBF1"	"0.01991"	"GTEx Coexpression,0.01991"	"TCF7L2,MBNL1"
"gene_set_query"	"95"	"GATAD2B"	"0.01994"	"Enrichr Queries,0.01994"	"TCF7L2,EGR1,MBNL1,SFPQ,FUBP1,HNRNPD"
"gene_set_query"	"96"	"LHX2"	"0.0202"	"ReMap ChIP-seq,0.0202"	"TCF7L2,SFPQ,KLF5,FUBP1,P4HB,HIST1H3B"
"gene_set_query"	"97"	"SP5"	"0.02027"	"ARCHS4 Coexpression,0.02027"	"TF,RPN2,P4HB"
"gene_set_query"	"98"	"ADNP"	"0.02054"	"GTEx Coexpression,0.02054"	"SFPQ,ANKHD1"
"gene_set_query"	"99"	"TBX20"	"0.02066"	"Enrichr Queries,0.02066"	"TCF7L2,EGR1,KLF5,LPAR1,EGFR"
"gene_set_query"	"100"	"ZBTB44"	"0.02088"	"ARCHS4 Coexpression,0.02088"	"MBNL1,RIF1,P4HB"
"gene_set_query"	"101"	"HOXA2"	"0.02116"	"GTEx Coexpression,0.02116"	"ABCC1,MBNL1"
"gene_set_query"	"102"	"OTX1"	"0.02137"	"Enrichr Queries,0.02137"	"TCF7L2,EGR1,KLF5,LPAR1,EGFR"
"gene_set_query"	"103"	"MXI1"	"0.02178"	"GTEx Coexpression,0.02178"	"PPP2CB,RPN2"
"gene_set_query"	"104"	"FOXR2"	"0.02208"	"Enrichr Queries,0.02208"	"EGR1,KLF5,LPAR1,UPP1,EGFR"
"gene_set_query"	"105"	"SMAD4"	"0.02211"	"ARCHS4 Coexpression,0.02211"	"SFPQ,RIF1,FUBP1"
"gene_set_query"	"106"	"MYRF"	"0.0224"	"GTEx Coexpression,0.0224"	"TF,LPAR1"
"gene_set_query"	"107"	"SALL2"	"0.02273"	"ARCHS4 Coexpression,0.02273"	"MBNL1,SFPQ,HNRNPD"
"gene_set_query"	"108"	"NRL"	"0.02279"	"Enrichr Queries,0.02279"	"TCF7L2,EGR1,LPAR1,NR2E3,EGFR"
"gene_set_query"	"109"	"ZNF136"	"0.02302"	"GTEx Coexpression,0.02302"	"MBNL1,FUBP1"
"gene_set_query"	"110"	"MYB"	"0.02334"	"ARCHS4 Coexpression,0.02334"	"MBNL1,SFPQ,HNRNPD"
"gene_set_query"	"111"	"DMRT1"	"0.0235"	"Enrichr Queries,0.0235"	"EGR1,KLF5,LPAR1,UPP1,EGFR"
"gene_set_query"	"112"	"TEAD1"	"0.02357"	"ReMap ChIP-seq,0.02357"	"TCF7L2,MBNL1,KLF5,FUBP1,UPP1,HIST1H3B"
"gene_set_query"	"113"	"ZNF146"	"0.02396"	"ARCHS4 Coexpression,0.02396"	"SFPQ,RIF1,FUBP1"
"gene_set_query"	"114"	"FOXA2"	"0.02422"	"Enrichr Queries,0.02422"	"TCF7L2,EGR1,KLF5,LPAR1,EGFR"
"gene_set_query"	"115"	"NKX25"	"0.02427"	"GTEx Coexpression,0.02427"	"PLA2G5,COQ9"
"gene_set_query"	"116"	"E2F4"	"0.02439"	"Literature ChIP-seq,0.02439"	"MBNL1,SFPQ,RIF1,FUBP1,HNRNPD,HIST1H3B"
"gene_set_query"	"117"	"IKZF2"	"0.02457"	"ARCHS4 Coexpression,0.02457"	"MBNL1,SFPQ,LIMD1"
"gene_set_query"	"118"	"JUN"	"0.02489"	"GTEx Coexpression,0.02489"	"TCF7L2,EGR1"
"gene_set_query"	"119"	"PRDM14"	"0.02493"	"Enrichr Queries,0.02493"	"TCF7L2,EGR1,KLF5,LPAR1,UPP1"
"gene_set_query"	"120"	"FOSL2"	"0.02518"	"ARCHS4 Coexpression,0.02518"	"ABCC1,KLF5,IL10RA"
"gene_set_query"	"121"	"SRF"	"0.02542"	"ENCODE ChIP-seq,0.02542"	"EGR1,MBNL1,RPN2,RIF1,HNRNPD,HIST1H3B"
"gene_set_query"	"122"	"NME2"	"0.02551"	"GTEx Coexpression,0.02551"	"HNRNPD,P4HB"
"gene_set_query"	"123"	"ZNF595"	"0.02564"	"Enrichr Queries,0.02564"	"TCF7L2,EGR1,LPAR1,UPP1,EGFR"
"gene_set_query"	"124"	"NKX62"	"0.02614"	"GTEx Coexpression,0.02614"	"TF,LPAR1"
"gene_set_query"	"125"	"ZNF83"	"0.02635"	"Enrichr Queries,0.02635"	"TCF7L2,EGR1,MBNL1,LPAR1,EGFR"
"gene_set_query"	"126"	"OLIG1"	"0.02676"	"GTEx Coexpression,0.02676"	"PPP2CB,LPAR1"
"gene_set_query"	"127"	"PAX8"	"0.02694"	"ReMap ChIP-seq,0.02694"	"SFPQ,ANKHD1-EIF4EBP3,HNRNPD,COQ9,P4HB,ANKHD1"
"gene_set_query"	"128"	"ZBTB39"	"0.02703"	"ARCHS4 Coexpression,0.02703"	"SFPQ,FUBP1,HNRNPD"
"gene_set_query"	"129"	"POGK"	"0.02738"	"GTEx Coexpression,0.02738"	"PPP2CB,LPAR1"
"gene_set_query"	"130"	"ADNP2"	"0.02764"	"ARCHS4 Coexpression,0.02764"	"SFPQ,RIF1,HNRNPD"
"gene_set_query"	"131"	"MYOD1"	"0.02778"	"Enrichr Queries,0.02778"	"TCF7L2,EGR1,KLF5,LPAR1,EGFR"
"gene_set_query"	"132"	"ZNF395"	"0.028"	"GTEx Coexpression,0.028"	"HNRNPD,EGFR"
"gene_set_query"	"133"	"PLAGL2"	"0.02826"	"ARCHS4 Coexpression,0.02826"	"ABCC1,SFPQ,HNRNPD"
"gene_set_query"	"134"	"TFAP2B"	"0.02849"	"Enrichr Queries,0.02849"	"TCF7L2,EGR1,KLF5,LPAR1,EGFR"
"gene_set_query"	"135"	"MGA"	"0.02862"	"GTEx Coexpression,0.02862"	"SFPQ,RIF1"
"gene_set_query"	"136"	"NFE2L3"	"0.02887"	"ARCHS4 Coexpression,0.02887"	"ABCC1,SFPQ,HNRNPD"
"gene_set_query"	"137"	"HNF1B"	"0.0292"	"Enrichr Queries,0.0292"	"TCF7L2,EGR1,KLF5,LPAR1,EGFR"
"gene_set_query"	"138"	"OLIG2"	"0.02925"	"GTEx Coexpression,0.02925"	"PPP2CB,LPAR1"
"gene_set_query"	"139"	"ZNF805"	"0.02948"	"ARCHS4 Coexpression,0.02948"	"MBNL1,RIF1,HIST1H3B"
"gene_set_query"	"140"	"ZNF300"	"0.02987"	"GTEx Coexpression,0.02987"	"SFPQ,FUBP1"
"gene_set_query"	"141"	"NCOA3"	"0.02991"	"Enrichr Queries,0.02991"	"TCF7L2,EGR1,MBNL1,P4HB,EGFR"
"gene_set_query"	"142"	"SREBF1"	"0.0303"	"ReMap ChIP-seq,0.0303"	"EGR1,ANKHD1-EIF4EBP3,RANBP10,PCGF1,P4HB,ANKHD1"
"gene_set_query"	"143"	"SALL4"	"0.03049"	"Literature ChIP-seq,0.03049"	"CORT,KLF5,RIF1,FUBP1,HNRNPD,UPP1"
"gene_set_query"	"144"	"SOX4"	"0.03049"	"GTEx Coexpression,0.03049"	"FUBP1,HNRNPD"
"gene_set_query"	"145"	"CREB5"	"0.03063"	"Enrichr Queries,0.03063"	"TCF7L2,EGR1,LPAR1,UPP1,EGFR"
"gene_set_query"	"146"	"BHLHE40"	"0.03071"	"ARCHS4 Coexpression,0.03071"	"ABCC1,KLF5,P4HB"
"gene_set_query"	"147"	"ZNF718"	"0.03111"	"GTEx Coexpression,0.03111"	"FUBP1,HNRNPD"
"gene_set_query"	"148"	"TGIF2"	"0.03133"	"ARCHS4 Coexpression,0.03133"	"SFPQ,FUBP1,HNRNPD"
"gene_set_query"	"149"	"NOBOX"	"0.03134"	"Enrichr Queries,0.03134"	"TCF7L2,EGR1,KLF5,LPAR1,NR2E3"
"gene_set_query"	"150"	"ZNF664"	"0.03174"	"GTEx Coexpression,0.03174"	"PPP2CB,LPAR1"
"gene_set_query"	"151"	"ZNF510"	"0.03194"	"ARCHS4 Coexpression,0.03194"	"SFPQ,RIF1,FUBP1"
"gene_set_query"	"152"	"ZNF268"	"0.03205"	"Enrichr Queries,0.03205"	"TCF7L2,EGR1,MBNL1,MAN1A2,LPAR1"
"gene_set_query"	"153"	"ZEB2"	"0.03236"	"GTEx Coexpression,0.03236"	"PPP2CB,LPAR1"
"gene_set_query"	"154"	"GATA4"	"0.03276"	"Enrichr Queries,0.03276"	"TCF7L2,EGR1,KLF5,LPAR1,EGFR"
"gene_set_query"	"155"	"GPBP1L1"	"0.03317"	"ARCHS4 Coexpression,0.03317"	"MBNL1,SFPQ,KLF5"
"gene_set_query"	"156"	"ARNTL"	"0.03348"	"Enrichr Queries,0.03348"	"TCF7L2,EGR1,LPAR1,UPP1,EGFR"
"gene_set_query"	"157"	"ZBTB47"	"0.0336"	"GTEx Coexpression,0.0336"	"PPP2CB,LPAR1"
"gene_set_query"	"158"	"NR4A1"	"0.03367"	"ReMap ChIP-seq,0.03367"	"IL10RA,LPAR1,PCGF1,COQ9,LIMD1,HIST1H3B"
"gene_set_query"	"159"	"ZBED4"	"0.03378"	"ARCHS4 Coexpression,0.03378"	"ABCC1,SFPQ,HNRNPD"
"gene_set_query"	"160"	"SP2"	"0.0339"	"ENCODE ChIP-seq,0.0339"	"SFPQ,KLF5,RPN2,ANKHD1-EIF4EBP3,HNRNPD,PCGF1,P4HB,ANKHD1"
"gene_set_query"	"161"	"CTCFL"	"0.03419"	"Enrichr Queries,0.03419"	"TCF7L2,EGR1,KLF5,LPAR1,EGFR"
"gene_set_query"	"162"	"BBX"	"0.0344"	"ARCHS4 Coexpression,0.0344"	"RIF1,MAN1A2"
"gene_set_query"	"163"	"SRCAP"	"0.03485"	"GTEx Coexpression,0.03485"	"SFPQ,ANKHD1"
"gene_set_query"	"164"	"NR5A2"	"0.0349"	"Enrichr Queries,0.0349"	"TCF7L2,EGR1,KLF5,LPAR1,EGFR"
"gene_set_query"	"165"	"DBX2"	"0.03501"	"ARCHS4 Coexpression,0.03501"	"PLA2G5,EGFR"
"gene_set_query"	"166"	"BPTF"	"0.03547"	"GTEx Coexpression,0.03547"	"SFPQ,RIF1"
"gene_set_query"	"167"	"MYCN"	"0.03561"	"Enrichr Queries,0.03561"	"TCF7L2,EGR1,KLF5,LPAR1,EGFR"
"gene_set_query"	"168"	"CREB3L1"	"0.03563"	"ARCHS4 Coexpression,0.03563"	"LPAR1,P4HB"
"gene_set_query"	"169"	"NFIX"	"0.03632"	"Enrichr Queries,0.03632"	"TCF7L2,EGR1,MBNL1,LPAR1,EGFR"
"gene_set_query"	"170"	"TCF3"	"0.03659"	"Literature ChIP-seq,0.03659"	"TCF7L2,CORT,RIF1,HNRNPD,RANBP10,PCGF1,PLA2G5,UPP1,HIST1H3B"
"gene_set_query"	"171"	"AEBP2"	"0.03671"	"GTEx Coexpression,0.03671"	"MBNL1,EGFR"
"gene_set_query"	"172"	"L3MBTL3"	"0.03686"	"ARCHS4 Coexpression,0.03686"	"RIF1,P4HB"
"gene_set_query"	"173"	"NFIC"	"0.03704"	"Enrichr Queries,0.03704"	"TCF7L2,EGR1,MBNL1,LPAR1,EGFR"
"gene_set_query"	"174"	"CEBPG"	"0.03704"	"ReMap ChIP-seq,0.03704"	"MBNL1,KLF5,IL10RA,ANKHD1-EIF4EBP3,ANKHD1"
"gene_set_query"	"175"	"IRX1"	"0.03734"	"GTEx Coexpression,0.03734"	"TCF7L2,EGFR"
"gene_set_query"	"176"	"NKX63"	"0.03747"	"ARCHS4 Coexpression,0.03747"	"RPN2,P4HB"
"gene_set_query"	"177"	"POU5F1B"	"0.03796"	"GTEx Coexpression,0.03796"	"HNRNPD,ANKHD1"
"gene_set_query"	"178"	"ZNF121"	"0.03808"	"ARCHS4 Coexpression,0.03808"	"RIF1,P4HB"
"gene_set_query"	"179"	"NKX22"	"0.03858"	"GTEx Coexpression,0.03858"	"TF,LPAR1"
"gene_set_query"	"180"	"ZBTB24"	"0.0387"	"ARCHS4 Coexpression,0.0387"	"MBNL1,RIF1"
"gene_set_query"	"181"	"GATA3"	"0.03917"	"Enrichr Queries,0.03917"	"TCF7L2,EGR1,KLF5,LPAR1,EGFR"
"gene_set_query"	"182"	"ZNF22"	"0.0392"	"GTEx Coexpression,0.0392"	"KLF5,MAN1A2"
"gene_set_query"	"183"	"RBAK"	"0.03931"	"ARCHS4 Coexpression,0.03931"	"SFPQ,RIF1"
"gene_set_query"	"184"	"ZNF202"	"0.03983"	"GTEx Coexpression,0.03983"	"SFPQ,ANKHD1"
"gene_set_query"	"185"	"RUNX1"	"0.03989"	"Enrichr Queries,0.03989"	"TCF7L2,EGR1,KLF5,LPAR1,EGFR"
"gene_set_query"	"186"	"ZBED3"	"0.03993"	"ARCHS4 Coexpression,0.03993"	"SFPQ,HNRNPD"
"gene_set_query"	"187"	"ZNF44"	"0.04045"	"GTEx Coexpression,0.04045"	"PPP2CB,ANKHD1"
"gene_set_query"	"188"	"ZNF211"	"0.04054"	"ARCHS4 Coexpression,0.04054"	"GALNT14,P4HB"
"gene_set_query"	"189"	"NR2E3"	"0.0406"	"Enrichr Queries,0.0406"	"TCF7L2,EGR1,KLF5,LPAR1,EGFR"
"gene_set_query"	"190"	"BAZ2A"	"0.04107"	"GTEx Coexpression,0.04107"	"SFPQ,ANKHD1"
"gene_set_query"	"191"	"ZNF260"	"0.04115"	"ARCHS4 Coexpression,0.04115"	"FUBP1,P4HB"
"gene_set_query"	"192"	"ZNF26"	"0.04131"	"Enrichr Queries,0.04131"	"TCF7L2,EGR1,SFPQ,FUBP1,HNRNPD"
"gene_set_query"	"193"	"NCOA1"	"0.04169"	"GTEx Coexpression,0.04169"	"RPN2,P4HB"
"gene_set_query"	"194"	"ZNF227"	"0.04177"	"ARCHS4 Coexpression,0.04177"	"RIF1,P4HB"
"gene_set_query"	"195"	"TP73"	"0.04202"	"Enrichr Queries,0.04202"	"TCF7L2,EGR1,KLF5,LPAR1,EGFR"
